ZIP (character),ZIP (numeric),state
45018,45018,OH
45025,45025,OH
45026,45026,OH
45030,45030,OH
45032,45032,OH
45033,45033,OH
45034,45034,OH
45036,45036,OH
45039,45039,OH
45040,45040,OH
45041,45041,OH
45042,45042,OH
45043,45043,OH
45044,45044,OH
45050,45050,OH
45051,45051,OH
45052,45052,OH
45053,45053,OH
45054,45054,OH
45055,45055,OH
45056,45056,OH
45061,45061,OH
45062,45062,OH
45063,45063,OH
45064,45064,OH
45065,45065,OH
45066,45066,OH
45067,45067,OH
45068,45068,OH
45069,45069,OH
45070,45070,OH
45071,45071,OH
45101,45101,OH
45102,45102,OH
45103,45103,OH
45105,45105,OH
45106,45106,OH
45107,45107,OH
45110,45110,OH
45111,45111,OH
45112,45112,OH
45113,45113,OH
45114,45114,OH
45115,45115,OH
45118,45118,OH
45119,45119,OH
45120,45120,OH
45121,45121,OH
45122,45122,OH
45123,45123,OH
45130,45130,OH
45131,45131,OH
45132,45132,OH
45133,45133,OH
45135,45135,OH
45138,45138,OH
45140,45140,OH
45142,45142,OH
45144,45144,OH
45145,45145,OH
45146,45146,OH
45147,45147,OH
45148,45148,OH
45150,45150,OH
45152,45152,OH
45153,45153,OH
45154,45154,OH
45155,45155,OH
45156,45156,OH
45157,45157,OH
45158,45158,OH
45159,45159,OH
45160,45160,OH
45162,45162,OH
45164,45164,OH
45166,45166,OH
45167,45167,OH
45168,45168,OH
45169,45169,OH
45171,45171,OH
45172,45172,OH
45174,45174,OH
45176,45176,OH
45177,45177,OH
45201,45201,OH
45202,45202,OH
45203,45203,OH
45204,45204,OH
45205,45205,OH
45206,45206,OH
45207,45207,OH
45208,45208,OH
45209,45209,OH
45211,45211,OH
45212,45212,OH
45213,45213,OH
45214,45214,OH
45215,45215,OH
45216,45216,OH
45217,45217,OH
45218,45218,OH
45219,45219,OH
45220,45220,OH
45221,45221,OH
45222,45222,OH
45223,45223,OH
45224,45224,OH
45225,45225,OH
45226,45226,OH
45227,45227,OH
45228,45228,OH
45229,45229,OH
45230,45230,OH
45231,45231,OH
45232,45232,OH
45233,45233,OH
45234,45234,OH
45235,45235,OH
45236,45236,OH
45237,45237,OH
45238,45238,OH
45239,45239,OH
45240,45240,OH
45241,45241,OH
45242,45242,OH
45243,45243,OH
45244,45244,OH
45245,45245,OH
45246,45246,OH
45247,45247,OH
45248,45248,OH
45249,45249,OH
45250,45250,OH
45251,45251,OH
45252,45252,OH
45253,45253,OH
45254,45254,OH
45255,45255,OH
45258,45258,OH
45262,45262,OH
45263,45263,OH
45264,45264,OH
45267,45267,OH
45268,45268,OH
45269,45269,OH
45270,45270,OH
45271,45271,OH
45273,45273,OH
45274,45274,OH
45275,45275,KY
45277,45277,KY
45280,45280,OH
45296,45296,OH
45298,45298,OH
45299,45299,OH
45301,45301,OH
45302,45302,OH
45303,45303,OH
45304,45304,OH
45305,45305,OH
45306,45306,OH
45307,45307,OH
45308,45308,OH
45309,45309,OH
45310,45310,OH
45311,45311,OH
45312,45312,OH
45314,45314,OH
45315,45315,OH
45316,45316,OH
45317,45317,OH
45318,45318,OH
45319,45319,OH
45320,45320,OH
45321,45321,OH
45322,45322,OH
45323,45323,OH
45324,45324,OH
45325,45325,OH
45326,45326,OH
45327,45327,OH
45328,45328,OH
45330,45330,OH
45331,45331,OH
45332,45332,OH
45333,45333,OH
45334,45334,OH
45335,45335,OH
45336,45336,OH
45337,45337,OH
45338,45338,OH
45339,45339,OH
45340,45340,OH
45341,45341,OH
45342,45342,OH
45343,45343,OH
45344,45344,OH
45345,45345,OH
45346,45346,OH
45347,45347,OH
45348,45348,OH
45349,45349,OH
45350,45350,OH
45351,45351,OH
45352,45352,OH
45353,45353,OH
45354,45354,OH
45356,45356,OH
45358,45358,OH
45359,45359,OH
45360,45360,OH
45361,45361,OH
45362,45362,OH
45363,45363,OH
45365,45365,OH
45367,45367,OH
45368,45368,OH
45369,45369,OH
45370,45370,OH
45371,45371,OH
45372,45372,OH
45373,45373,OH
45374,45374,OH
45377,45377,OH
45378,45378,OH
45380,45380,OH
45381,45381,OH
45382,45382,OH
45383,45383,OH
45384,45384,OH
45385,45385,OH
45387,45387,OH
45388,45388,OH
45389,45389,OH
45390,45390,OH
45400,45400,OH
45401,45401,OH
45402,45402,OH
45403,45403,OH
45404,45404,OH
45405,45405,OH
45406,45406,OH
45408,45408,OH
45409,45409,OH
45410,45410,OH
45412,45412,OH
45413,45413,OH
45414,45414,OH
45415,45415,OH
45416,45416,OH
45417,45417,OH
45418,45418,OH
45419,45419,OH
45420,45420,OH
45422,45422,OH
45423,45423,OH
45424,45424,OH
45426,45426,OH
45427,45427,OH
45428,45428,OH
45429,45429,OH
45430,45430,OH
45431,45431,OH
45432,45432,OH
45433,45433,OH
45434,45434,OH
45435,45435,OH
45437,45437,OH
45439,45439,OH
45440,45440,OH
45441,45441,OH
45448,45448,OH
45449,45449,OH
45454,45454,OH
45458,45458,OH
45459,45459,OH
45469,45469,OH
45470,45470,OH
45475,45475,OH
45479,45479,OH
45481,45481,OH
45482,45482,OH
45490,45490,OH
45501,45501,OH
45502,45502,OH
45503,45503,OH
45504,45504,OH
45505,45505,OH
45506,45506,OH
45601,45601,OH
45612,45612,OH
45613,45613,OH
45614,45614,OH
45616,45616,OH
45617,45617,OH
45618,45618,OH
45619,45619,OH
45620,45620,OH
45621,45621,OH
45622,45622,OH
45623,45623,OH
45624,45624,OH
45628,45628,OH
45629,45629,OH
45630,45630,OH
45631,45631,OH
45633,45633,OH
45634,45634,OH
45636,45636,OH
45638,45638,OH
45640,45640,OH
45642,45642,OH
45643,45643,OH
45644,45644,OH
45645,45645,OH
45646,45646,OH
45647,45647,OH
45648,45648,OH
45650,45650,OH
45651,45651,OH
45652,45652,OH
45653,45653,OH
45654,45654,OH
45656,45656,OH
45657,45657,OH
45658,45658,OH
45659,45659,OH
45660,45660,OH
45661,45661,OH
45662,45662,OH
45663,45663,OH
45669,45669,OH
45671,45671,OH
45672,45672,OH
45673,45673,OH
45674,45674,OH
45675,45675,OH
45677,45677,OH
45678,45678,OH
45679,45679,OH
45680,45680,OH
45681,45681,OH
45682,45682,OH
45683,45683,OH
45684,45684,OH
45685,45685,OH
45686,45686,OH
45687,45687,OH
45688,45688,OH
45690,45690,OH
45692,45692,OH
45693,45693,OH
45694,45694,OH
45695,45695,OH
45696,45696,OH
45697,45697,OH
45698,45698,OH
45699,45699,OH
45701,45701,OH
45710,45710,OH
45711,45711,OH
45712,45712,OH
45713,45713,OH
45714,45714,OH
45715,45715,OH
45716,45716,OH
45717,45717,OH
45719,45719,OH
45720,45720,OH
45721,45721,OH
45723,45723,OH
45724,45724,OH
45727,45727,OH
45729,45729,OH
45732,45732,OH
45734,45734,OH
45735,45735,OH
45739,45739,OH
45740,45740,OH
45741,45741,OH
45742,45742,OH
45743,45743,OH
45744,45744,OH
45745,45745,OH
45746,45746,OH
45750,45750,OH
45760,45760,OH
45761,45761,OH
45764,45764,OH
45766,45766,OH
45767,45767,OH
45768,45768,OH
45769,45769,OH
45770,45770,OH
45771,45771,OH
45772,45772,OH
45773,45773,OH
45775,45775,OH
45776,45776,OH
45777,45777,OH
45778,45778,OH
45779,45779,OH
45780,45780,OH
45782,45782,OH
45783,45783,OH
45784,45784,OH
45786,45786,OH
45787,45787,OH
45788,45788,OH
45789,45789,OH
45801,45801,OH
45802,45802,OH
45804,45804,OH
45805,45805,OH
45806,45806,OH
45807,45807,OH
45808,45808,OH
45809,45809,OH
45810,45810,OH
45812,45812,OH
45813,45813,OH
45814,45814,OH
45815,45815,OH
45816,45816,OH
45817,45817,OH
45819,45819,OH
45820,45820,OH
45821,45821,OH
45822,45822,OH
45826,45826,OH
45827,45827,OH
45828,45828,OH
45830,45830,OH
45831,45831,OH
45832,45832,OH
45833,45833,OH
45835,45835,OH
45836,45836,OH
45837,45837,OH
45838,45838,OH
45839,45839,OH
45840,45840,OH
45841,45841,OH
45843,45843,OH
45844,45844,OH
45845,45845,OH
45846,45846,OH
45848,45848,OH
45849,45849,OH
45850,45850,OH
45851,45851,OH
45853,45853,OH
45854,45854,OH
45855,45855,OH
45856,45856,OH
45858,45858,OH
45859,45859,OH
45860,45860,OH
45861,45861,OH
45862,45862,OH
45863,45863,OH
45864,45864,OH
45865,45865,OH
45866,45866,OH
45867,45867,OH
45868,45868,OH
45869,45869,OH
45870,45870,OH
45871,45871,OH
45872,45872,OH
45873,45873,OH
45874,45874,OH
45875,45875,OH
45876,45876,OH
45877,45877,OH
45879,45879,OH
45880,45880,OH
45881,45881,OH
45882,45882,OH
45883,45883,OH
45884,45884,OH
45885,45885,OH
45886,45886,OH
45887,45887,OH
45888,45888,OH
45889,45889,OH
45890,45890,OH
45891,45891,OH
45893,45893,OH
45894,45894,OH
45895,45895,OH
45896,45896,OH
45897,45897,OH
45898,45898,OH
45899,45899,OH
45999,45999,KY
46001,46001,IN
46011,46011,IN
46012,46012,IN
46013,46013,IN
46014,46014,IN
46015,46015,IN
46016,46016,IN
46017,46017,IN
46018,46018,IN
46030,46030,IN
46031,46031,IN
46032,46032,IN
46033,46033,IN
46034,46034,IN
46035,46035,IN
46036,46036,IN
46037,46037,IN
46038,46038,IN
46039,46039,IN
46040,46040,IN
46041,46041,IN
46044,46044,IN
46045,46045,IN
46047,46047,IN
46048,46048,IN
46049,46049,IN
46050,46050,IN
46051,46051,IN
46052,46052,IN
46055,46055,IN
46056,46056,IN
46057,46057,IN
46058,46058,IN
46060,46060,IN
46061,46061,IN
46062,46062,IN
46063,46063,IN
46064,46064,IN
46065,46065,IN
46067,46067,IN
46068,46068,IN
46069,46069,IN
46070,46070,IN
46071,46071,IN
46072,46072,IN
46074,46074,IN
46075,46075,IN
46076,46076,IN
46077,46077,IN
46082,46082,IN
46085,46085,IN
46102,46102,IN
46103,46103,IN
46104,46104,IN
46105,46105,IN
46106,46106,IN
46107,46107,IN
46110,46110,IN
46111,46111,IN
46112,46112,IN
46113,46113,IN
46115,46115,IN
46117,46117,IN
46118,46118,IN
46120,46120,IN
46121,46121,IN
46122,46122,IN
46123,46123,IN
46124,46124,IN
46125,46125,IN
46126,46126,IN
46127,46127,IN
46128,46128,IN
46129,46129,IN
46130,46130,IN
46131,46131,IN
46133,46133,IN
46135,46135,IN
46140,46140,IN
46142,46142,IN
46143,46143,IN
46144,46144,IN
46146,46146,IN
46147,46147,IN
46148,46148,IN
46149,46149,IN
46150,46150,IN
46151,46151,IN
46154,46154,IN
46155,46155,IN
46156,46156,IN
46157,46157,IN
46158,46158,IN
46160,46160,IN
46161,46161,IN
46162,46162,IN
46163,46163,IN
46164,46164,IN
46165,46165,IN
46166,46166,IN
46167,46167,IN
46168,46168,IN
46170,46170,IN
46171,46171,IN
46172,46172,IN
46173,46173,IN
46175,46175,IN
46176,46176,IN
46180,46180,IN
46181,46181,IN
46182,46182,IN
46183,46183,IN
46184,46184,IN
46186,46186,IN
46201,46201,IN
46202,46202,IN
46203,46203,IN
46204,46204,IN
46205,46205,IN
46206,46206,IN
46207,46207,IN
46208,46208,IN
46209,46209,IN
46211,46211,IN
46214,46214,IN
46216,46216,IN
46217,46217,IN
46218,46218,IN
46219,46219,IN
46220,46220,IN
46221,46221,IN
46222,46222,IN
46223,46223,IN
46224,46224,IN
46225,46225,IN
46226,46226,IN
46227,46227,IN
46228,46228,IN
46229,46229,IN
46230,46230,IN
46231,46231,IN
46234,46234,IN
46235,46235,IN
46236,46236,IN
46237,46237,IN
46239,46239,IN
46240,46240,IN
46241,46241,IN
46242,46242,IN
46244,46244,IN
46247,46247,IN
46249,46249,IN
46250,46250,IN
46251,46251,IN
46253,46253,IN
46254,46254,IN
46255,46255,IN
46256,46256,IN
46259,46259,IN
46260,46260,IN
46262,46262,IN
46266,46266,IN
46268,46268,IN
46274,46274,IN
46275,46275,IN
46277,46277,IN
46278,46278,IN
46280,46280,IN
46282,46282,IN
46283,46283,IN
46285,46285,IN
46290,46290,IN
46291,46291,IN
46295,46295,IN
46296,46296,IN
46298,46298,IN
46301,46301,IN
46302,46302,IN
46303,46303,IN
46304,46304,IN
46307,46307,IN
46308,46308,IN
46310,46310,IN
46311,46311,IN
46312,46312,IN
46319,46319,IN
46320,46320,IN
46321,46321,IN
46322,46322,IN
46323,46323,IN
46324,46324,IN
46325,46325,IN
46327,46327,IN
46340,46340,IN
46341,46341,IN
46342,46342,IN
46345,46345,IN
46346,46346,IN
46347,46347,IN
46348,46348,IN
46349,46349,IN
46350,46350,IN
46352,46352,IN
46355,46355,IN
46356,46356,IN
46360,46360,IN
46361,46361,IN
46365,46365,IN
46366,46366,IN
46368,46368,IN
46371,46371,IN
46372,46372,IN
46373,46373,IN
46374,46374,IN
46375,46375,IN
46376,46376,IN
46377,46377,IN
46379,46379,IN
46380,46380,IN
46381,46381,IN
46382,46382,IN
46383,46383,IN
46384,46384,IN
46385,46385,IN
46390,46390,IN
46391,46391,IN
46392,46392,IN
46393,46393,IN
46394,46394,IN
46401,46401,IN
46402,46402,IN
46403,46403,IN
46404,46404,IN
46405,46405,IN
46406,46406,IN
46407,46407,IN
46408,46408,IN
46409,46409,IN
46410,46410,IN
46411,46411,IN
46501,46501,IN
46502,46502,IN
46504,46504,IN
46506,46506,IN
46507,46507,IN
46508,46508,IN
46510,46510,IN
46511,46511,IN
46513,46513,IN
46514,46514,IN
46515,46515,IN
46516,46516,IN
46517,46517,IN
46524,46524,IN
46526,46526,IN
46527,46527,IN
46528,46528,IN
46530,46530,IN
46531,46531,IN
46532,46532,IN
46534,46534,IN
46536,46536,IN
46537,46537,IN
46538,46538,IN
46539,46539,IN
46540,46540,IN
46542,46542,IN
46543,46543,IN
46544,46544,IN
46545,46545,IN
46546,46546,IN
46550,46550,IN
46552,46552,IN
46553,46553,IN
46554,46554,IN
46555,46555,IN
46556,46556,IN
46561,46561,IN
46562,46562,IN
46563,46563,IN
46565,46565,IN
46567,46567,IN
46570,46570,IN
46571,46571,IN
46572,46572,IN
46573,46573,IN
46574,46574,IN
46580,46580,IN
46581,46581,IN
46582,46582,IN
46590,46590,IN
46595,46595,IN
46601,46601,IN
46613,46613,IN
46614,46614,IN
46615,46615,IN
46616,46616,IN
46617,46617,IN
46619,46619,IN
46624,46624,IN
46626,46626,IN
46628,46628,IN
46634,46634,IN
46635,46635,IN
46637,46637,IN
46660,46660,IN
46680,46680,IN
46699,46699,IN
46701,46701,IN
46702,46702,IN
46703,46703,IN
46704,46704,IN
46705,46705,IN
46706,46706,IN
46710,46710,IN
46711,46711,IN
46713,46713,IN
46714,46714,IN
46721,46721,IN
46723,46723,IN
46725,46725,IN
46730,46730,IN
46731,46731,IN
46732,46732,IN
46733,46733,IN
46737,46737,IN
46738,46738,IN
46740,46740,IN
46741,46741,IN
46742,46742,IN
46743,46743,IN
46745,46745,IN
46746,46746,IN
46747,46747,IN
46748,46748,IN
46750,46750,IN
46755,46755,IN
46759,46759,IN
46760,46760,IN
46761,46761,IN
46763,46763,IN
46764,46764,IN
46765,46765,IN
46766,46766,IN
46767,46767,IN
46769,46769,IN
46770,46770,IN
46771,46771,IN
46772,46772,IN
46773,46773,IN
46774,46774,IN
46776,46776,IN
46777,46777,IN
46778,46778,IN
46779,46779,IN
46780,46780,IN
46781,46781,IN
46782,46782,IN
46783,46783,IN
46784,46784,IN
46785,46785,IN
46786,46786,IN
46787,46787,IN
46788,46788,IN
46789,46789,IN
46791,46791,IN
46792,46792,IN
46793,46793,IN
46794,46794,IN
46795,46795,IN
46796,46796,IN
46797,46797,IN
46798,46798,IN
46799,46799,IN
46801,46801,IN
46802,46802,IN
46803,46803,IN
46804,46804,IN
46805,46805,IN
46806,46806,IN
46807,46807,IN
46808,46808,IN
46809,46809,IN
46814,46814,IN
46815,46815,IN
46816,46816,IN
46818,46818,IN
46819,46819,IN
46825,46825,IN
46835,46835,IN
46845,46845,IN
46850,46850,IN
46851,46851,IN
46852,46852,IN
46853,46853,IN
46854,46854,IN
46855,46855,IN
46856,46856,IN
46857,46857,IN
46858,46858,IN
46859,46859,IN
46860,46860,IN
46861,46861,IN
46862,46862,IN
46863,46863,IN
46864,46864,IN
46865,46865,IN
46866,46866,IN
46867,46867,IN
46868,46868,IN
46869,46869,IN
46885,46885,IN
46895,46895,IN
46896,46896,IN
46897,46897,IN
46898,46898,IN
46899,46899,IN
46901,46901,IN
46902,46902,IN
46903,46903,IN
46904,46904,IN
46910,46910,IN
46911,46911,IN
46912,46912,IN
46913,46913,IN
46914,46914,IN
46915,46915,IN
46916,46916,IN
46917,46917,IN
46919,46919,IN
46920,46920,IN
46921,46921,IN
46922,46922,IN
46923,46923,IN
46926,46926,IN
46928,46928,IN
46929,46929,IN
46930,46930,IN
46931,46931,IN
46932,46932,IN
46933,46933,IN
46935,46935,IN
46936,46936,IN
46937,46937,IN
46938,46938,IN
46939,46939,IN
46940,46940,IN
46941,46941,IN
46942,46942,IN
46943,46943,IN
46945,46945,IN
46946,46946,IN
46947,46947,IN
46950,46950,IN
46951,46951,IN
46952,46952,IN
46953,46953,IN
46957,46957,IN
46958,46958,IN
46959,46959,IN
46960,46960,IN
46961,46961,IN
46962,46962,IN
46965,46965,IN
46967,46967,IN
46968,46968,IN
46970,46970,IN
46971,46971,IN
46974,46974,IN
46975,46975,IN
46977,46977,IN
46978,46978,IN
46979,46979,IN
46980,46980,IN
46982,46982,IN
46984,46984,IN
46985,46985,IN
46986,46986,IN
46987,46987,IN
46988,46988,IN
46989,46989,IN
46990,46990,IN
46991,46991,IN
46992,46992,IN
46994,46994,IN
46995,46995,IN
46996,46996,IN
46998,46998,IN
47001,47001,IN
47003,47003,IN
47006,47006,IN
47010,47010,IN
47011,47011,IN
47012,47012,IN
47016,47016,IN
47017,47017,IN
47018,47018,IN
47019,47019,IN
47020,47020,IN
47021,47021,IN
47022,47022,IN
47023,47023,IN
47024,47024,IN
47025,47025,IN
47030,47030,IN
47031,47031,IN
47032,47032,IN
47033,47033,IN
47034,47034,IN
47035,47035,IN
47036,47036,IN
47037,47037,IN
47038,47038,IN
47039,47039,IN
47040,47040,IN
47041,47041,IN
47042,47042,IN
47043,47043,IN
47060,47060,IN
47102,47102,IN
47104,47104,IN
47106,47106,IN
47107,47107,IN
47108,47108,IN
47110,47110,IN
47111,47111,IN
47112,47112,IN
47114,47114,IN
47115,47115,IN
47116,47116,IN
47117,47117,IN
47118,47118,IN
47119,47119,IN
47120,47120,IN
47122,47122,IN
47123,47123,IN
47124,47124,IN
47125,47125,IN
47126,47126,IN
47129,47129,IN
47130,47130,IN
47131,47131,IN
47132,47132,IN
47133,47133,IN
47134,47134,IN
47135,47135,IN
47136,47136,IN
47137,47137,IN
47138,47138,IN
47139,47139,IN
47140,47140,IN
47141,47141,IN
47142,47142,IN
47143,47143,IN
47144,47144,IN
47145,47145,IN
47146,47146,IN
47147,47147,IN
47150,47150,IN
47151,47151,IN
47160,47160,IN
47161,47161,IN
47162,47162,IN
47163,47163,IN
47164,47164,IN
47165,47165,IN
47166,47166,IN
47167,47167,IN
47170,47170,IN
47172,47172,IN
47174,47174,IN
47175,47175,IN
47177,47177,IN
47190,47190,IN
47199,47199,IN
47201,47201,IN
47202,47202,IN
47203,47203,IN
47220,47220,IN
47223,47223,IN
47224,47224,IN
47225,47225,IN
47226,47226,IN
47227,47227,IN
47228,47228,IN
47229,47229,IN
47230,47230,IN
47231,47231,IN
47232,47232,IN
47234,47234,IN
47235,47235,IN
47236,47236,IN
47240,47240,IN
47243,47243,IN
47244,47244,IN
47245,47245,IN
47246,47246,IN
47247,47247,IN
47249,47249,IN
47250,47250,IN
47260,47260,IN
47261,47261,IN
47263,47263,IN
47264,47264,IN
47265,47265,IN
47270,47270,IN
47272,47272,IN
47273,47273,IN
47274,47274,IN
47280,47280,IN
47281,47281,IN
47282,47282,IN
47283,47283,IN
47302,47302,IN
47303,47303,IN
47304,47304,IN
47305,47305,IN
47306,47306,IN
47307,47307,IN
47308,47308,IN
47320,47320,IN
47322,47322,IN
47324,47324,IN
47325,47325,IN
47326,47326,IN
47327,47327,IN
47330,47330,IN
47331,47331,IN
47334,47334,IN
47335,47335,IN
47336,47336,IN
47337,47337,IN
47338,47338,IN
47339,47339,IN
47340,47340,IN
47341,47341,IN
47342,47342,IN
47344,47344,IN
47345,47345,IN
47346,47346,IN
47348,47348,IN
47351,47351,IN
47352,47352,IN
47353,47353,IN
47354,47354,IN
47355,47355,IN
47356,47356,IN
47357,47357,IN
47358,47358,IN
47359,47359,IN
47360,47360,IN
47361,47361,IN
47362,47362,IN
47366,47366,IN
47367,47367,IN
47368,47368,IN
47369,47369,IN
47370,47370,IN
47371,47371,IN
47373,47373,IN
47374,47374,IN
47375,47375,IN
47380,47380,IN
47381,47381,IN
47382,47382,IN
47383,47383,IN
47384,47384,IN
47385,47385,IN
47386,47386,IN
47387,47387,IN
47388,47388,IN
47390,47390,IN
47392,47392,IN
47393,47393,IN
47394,47394,IN
47396,47396,IN
47401,47401,IN
47402,47402,IN
47403,47403,IN
47404,47404,IN
47405,47405,IN
47406,47406,IN
47407,47407,IN
47408,47408,IN
47420,47420,IN
47421,47421,IN
47424,47424,IN
47426,47426,IN
47427,47427,IN
47429,47429,IN
47431,47431,IN
47432,47432,IN
47433,47433,IN
47434,47434,IN
47435,47435,IN
47436,47436,IN
47437,47437,IN
47438,47438,IN
47439,47439,IN
47441,47441,IN
47443,47443,IN
47445,47445,IN
47446,47446,IN
47448,47448,IN
47449,47449,IN
47451,47451,IN
47452,47452,IN
47453,47453,IN
47454,47454,IN
47455,47455,IN
47456,47456,IN
47457,47457,IN
47458,47458,IN
47459,47459,IN
47460,47460,IN
47462,47462,IN
47463,47463,IN
47464,47464,IN
47465,47465,IN
47467,47467,IN
47468,47468,IN
47469,47469,IN
47470,47470,IN
47471,47471,IN
47501,47501,IN
47512,47512,IN
47513,47513,IN
47514,47514,IN
47515,47515,IN
47516,47516,IN
47519,47519,IN
47520,47520,IN
47521,47521,IN
47522,47522,IN
47523,47523,IN
47524,47524,IN
47525,47525,IN
47527,47527,IN
47528,47528,IN
47529,47529,IN
47531,47531,IN
47532,47532,IN
47535,47535,IN
47536,47536,IN
47537,47537,IN
47541,47541,IN
47542,47542,IN
47545,47545,IN
47546,47546,IN
47547,47547,IN
47549,47549,IN
47550,47550,IN
47551,47551,IN
47552,47552,IN
47553,47553,IN
47556,47556,IN
47557,47557,IN
47558,47558,IN
47561,47561,IN
47562,47562,IN
47564,47564,IN
47567,47567,IN
47568,47568,IN
47573,47573,IN
47574,47574,IN
47575,47575,IN
47576,47576,IN
47577,47577,IN
47578,47578,IN
47579,47579,IN
47580,47580,IN
47581,47581,IN
47584,47584,IN
47585,47585,IN
47586,47586,IN
47588,47588,IN
47590,47590,IN
47591,47591,IN
47596,47596,IN
47597,47597,IN
47598,47598,IN
47601,47601,IN
47610,47610,IN
47611,47611,IN
47612,47612,IN
47613,47613,IN
47614,47614,IN
47615,47615,IN
47616,47616,IN
47617,47617,IN
47618,47618,IN
47619,47619,IN
47620,47620,IN
47629,47629,IN
47630,47630,IN
47631,47631,IN
47633,47633,IN
47634,47634,IN
47635,47635,IN
47637,47637,IN
47638,47638,IN
47639,47639,IN
47640,47640,IN
47647,47647,IN
47648,47648,IN
47649,47649,IN
47654,47654,IN
47660,47660,IN
47665,47665,IN
47666,47666,IN
47670,47670,IN
47683,47683,IN
47701,47701,IN
47702,47702,IN
47703,47703,IN
47704,47704,IN
47705,47705,IN
47706,47706,IN
47708,47708,IN
47710,47710,IN
47711,47711,IN
47712,47712,IN
47713,47713,IN
47714,47714,IN
47715,47715,IN
47716,47716,IN
47719,47719,IN
47720,47720,IN
47721,47721,IN
47722,47722,IN
47724,47724,IN
47725,47725,IN
47727,47727,IN
47728,47728,IN
47730,47730,IN
47731,47731,IN
47732,47732,IN
47733,47733,IN
47734,47734,IN
47735,47735,IN
47736,47736,IN
47737,47737,IN
47740,47740,IN
47744,47744,IN
47747,47747,IN
47750,47750,IN
47801,47801,IN
47802,47802,IN
47803,47803,IN
47804,47804,IN
47805,47805,IN
47807,47807,IN
47808,47808,IN
47809,47809,IN
47811,47811,IN
47812,47812,IN
47830,47830,IN
47831,47831,IN
47832,47832,IN
47833,47833,IN
47834,47834,IN
47836,47836,IN
47837,47837,IN
47838,47838,IN
47840,47840,IN
47841,47841,IN
47842,47842,IN
47845,47845,IN
47846,47846,IN
47847,47847,IN
47848,47848,IN
47849,47849,IN
47850,47850,IN
47851,47851,IN
47852,47852,IN
47853,47853,IN
47854,47854,IN
47855,47855,IN
47857,47857,IN
47858,47858,IN
47859,47859,IN
47860,47860,IN
47861,47861,IN
47862,47862,IN
47863,47863,IN
47865,47865,IN
47866,47866,IN
47868,47868,IN
47869,47869,IN
47870,47870,IN
47871,47871,IN
47872,47872,IN
47874,47874,IN
47875,47875,IN
47876,47876,IN
47878,47878,IN
47879,47879,IN
47880,47880,IN
47881,47881,IN
47882,47882,IN
47884,47884,IN
47885,47885,IN
47901,47901,IN
47902,47902,IN
47903,47903,IN
47904,47904,IN
47905,47905,IN
47906,47906,IN
47907,47907,IN
47909,47909,IN
47916,47916,IN
47917,47917,IN
47918,47918,IN
47920,47920,IN
47921,47921,IN
47922,47922,IN
47923,47923,IN
47924,47924,IN
47925,47925,IN
47926,47926,IN
47928,47928,IN
47929,47929,IN
47930,47930,IN
47932,47932,IN
47933,47933,IN
47934,47934,IN
47935,47935,IN
47936,47936,IN
47937,47937,IN
47938,47938,IN
47939,47939,IN
47940,47940,IN
47941,47941,IN
47942,47942,IN
47943,47943,IN
47944,47944,IN
47946,47946,IN
47948,47948,IN
47949,47949,IN
47950,47950,IN
47951,47951,IN
47952,47952,IN
47954,47954,IN
47955,47955,IN
47957,47957,IN
47958,47958,IN
47959,47959,IN
47960,47960,IN
47962,47962,IN
47963,47963,IN
47964,47964,IN
47965,47965,IN
47966,47966,IN
47967,47967,IN
47968,47968,IN
47969,47969,IN
47970,47970,IN
47971,47971,IN
47974,47974,IN
47975,47975,IN
47977,47977,IN
47978,47978,IN
47980,47980,IN
47981,47981,IN
47982,47982,IN
47983,47983,IN
47984,47984,IN
47986,47986,IN
47987,47987,IN
47988,47988,IN
47989,47989,IN
47990,47990,IN
47991,47991,IN
47992,47992,IN
47993,47993,IN
47994,47994,IN
47995,47995,IN
47996,47996,IN
47997,47997,IN
48001,48001,MI
48002,48002,MI
48003,48003,MI
48004,48004,MI
48005,48005,MI
48006,48006,MI
48007,48007,MI
48009,48009,MI
48012,48012,MI
48014,48014,MI
48015,48015,MI
48017,48017,MI
48021,48021,MI
48022,48022,MI
48023,48023,MI
48025,48025,MI
48026,48026,MI
48027,48027,MI
48028,48028,MI
48030,48030,MI
48032,48032,MI
48033,48033,MI
48034,48034,MI
48035,48035,MI
48036,48036,MI
48037,48037,MI
48038,48038,MI
48039,48039,MI
48040,48040,MI
48041,48041,MI
48042,48042,MI
48043,48043,MI
48044,48044,MI
48045,48045,MI
48046,48046,MI
48047,48047,MI
48048,48048,MI
48049,48049,MI
48050,48050,MI
48051,48051,MI
48054,48054,MI
48059,48059,MI
48060,48060,MI
48061,48061,MI
48062,48062,MI
48063,48063,MI
48064,48064,MI
48065,48065,MI
48066,48066,MI
48067,48067,MI
48068,48068,MI
48069,48069,MI
48070,48070,MI
48071,48071,MI
48072,48072,MI
48073,48073,MI
48074,48074,MI
48075,48075,MI
48076,48076,MI
48079,48079,MI
48080,48080,MI
48081,48081,MI
48082,48082,MI
48083,48083,MI
48084,48084,MI
48085,48085,MI
48086,48086,MI
48088,48088,MI
48089,48089,MI
48090,48090,MI
48091,48091,MI
48092,48092,MI
48093,48093,MI
48094,48094,MI
48095,48095,MI
48096,48096,MI
48097,48097,MI
48098,48098,MI
